,Name,2017 NAICS Code,Emissions (tCO2e),2017 NAICS Title,FRS ID (FACILITY),REPORTING YEAR,FACILITY NAME,FACILITY ADDRESS,FACILITY CITY,FACILITY STATE,FACILITY ZIP,FACILITY COUNTY,PARENT CO. STREET ADDRESS,PARENT CO. CITY,PARENT CO. STATE,PARENT CO. ZIP,PARENT CO. PERCENT OWNERSHIP,FACILITY NAICS CODE,PARENT EMISSIONS AMT,symbol,exchange,exchangeSuffix,exchangeName,exchangeSegment,exchangeSegmentName,date,type,iexId,region,currency,isEnabled,figi,cik,lei,marketcap,week52high,week52low,week52highSplitAdjustOnly,week52lowSplitAdjustOnly,week52change,sharesOutstanding,float,avg10Volume,avg30Volume,day200MovingAvg,day50MovingAvg,employees,ttmEPS,ttmDividendRate,dividendYield,nextDividendDate,exDividendDate,nextEarningsDate,peRatio,beta,maxChangePercent,year5ChangePercent,year2ChangePercent,year1ChangePercent,ytdChangePercent,month6ChangePercent,month3ChangePercent,month1ChangePercent,day30ChangePercent,day5ChangePercent
TALOS ENERGY INC,VK 956 A,211120,28137.48,Crude Petroleum Extraction ,110043784189.0,2020,VK 956 A,,Offshore,AL,0,,"333 Clay St., Suite 3300",Houston,TX,77002,100.0,211120,28137.48,TALO,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4A48344E56312D52,US,USD,True,BBG00JPH4HQ3,1724965.0,549300OKFHZ84SFJFT95,1646254110,20.4,8.57,20.4,8.57,0.6906779661016941,82519003,0,1109094,1311916,12.73,16.72,414,-2.24,0.0,0.0,,,2022-05-04,-8.99828430325987,1.013563888884466,-0.45116918844566706,-0.45116918844566706,1.656458055925433,0.663886572143452,1.035714285714285,0.590909090909091,0.7639257294429701,0.37113402061855605,0.403940886699507,0.065136145221569
TALOS ENERGY INC,Viosca Knoll 989,211120,75151.958,Crude Petroleum Extraction ,110063989395.0,2020,Viosca Knoll 989,,Offshore,LA,0,,"333 Clay St., Suite 3300",Houston,TX,77002,100.0,211120,75151.958,TALO,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4A48344E56312D52,US,USD,True,BBG00JPH4HQ3,1724965.0,549300OKFHZ84SFJFT95,1646254110,20.4,8.57,20.4,8.57,0.6906779661016941,82519003,0,1109094,1311916,12.73,16.72,414,-2.24,0.0,0.0,,,2022-05-04,-8.99828430325987,1.013563888884466,-0.45116918844566706,-0.45116918844566706,1.656458055925433,0.663886572143452,1.035714285714285,0.590909090909091,0.7639257294429701,0.37113402061855605,0.403940886699507,0.065136145221569
TALOS ENERGY INC,Green Canyon 237 B,211120,49107.136,Crude Petroleum Extraction ,110055519078.0,2020,Green Canyon 237 B,,Offshore,LA,0,,"333 Clay St., Suite 3300",Houston,TX,77002,100.0,211120,49107.136,TALO,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4A48344E56312D52,US,USD,True,BBG00JPH4HQ3,1724965.0,549300OKFHZ84SFJFT95,1646254110,20.4,8.57,20.4,8.57,0.6906779661016941,82519003,0,1109094,1311916,12.73,16.72,414,-2.24,0.0,0.0,,,2022-05-04,-8.99828430325987,1.013563888884466,-0.45116918844566706,-0.45116918844566706,1.656458055925433,0.663886572143452,1.035714285714285,0.590909090909091,0.7639257294429701,0.37113402061855605,0.403940886699507,0.065136145221569
TALOS ENERGY INC,Mississippi Canyon 109 A,211120,31875.874,Crude Petroleum Extraction ,110070082058.0,2020,Mississippi Canyon 109 A,,Offshore,LA,0,,"333 Clay St., Suite 3300",Houston,TX,77002,100.0,211120,31875.874,TALO,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4A48344E56312D52,US,USD,True,BBG00JPH4HQ3,1724965.0,549300OKFHZ84SFJFT95,1646254110,20.4,8.57,20.4,8.57,0.6906779661016941,82519003,0,1109094,1311916,12.73,16.72,414,-2.24,0.0,0.0,,,2022-05-04,-8.99828430325987,1.013563888884466,-0.45116918844566706,-0.45116918844566706,1.656458055925433,0.663886572143452,1.035714285714285,0.590909090909091,0.7639257294429701,0.37113402061855605,0.403940886699507,0.065136145221569
TALOS ENERGY INC,"Ship Shoal 114 L, B-AUX, J",211120,12441.71,Crude Petroleum Extraction ,110063697405.0,2020,"Ship Shoal 114 L, B-AUX, J",,Offshore,LA,0,,"333 Clay St., Suite 3300",Houston,TX,77002,100.0,211120,12441.71,TALO,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4A48344E56312D52,US,USD,True,BBG00JPH4HQ3,1724965.0,549300OKFHZ84SFJFT95,1646254110,20.4,8.57,20.4,8.57,0.6906779661016941,82519003,0,1109094,1311916,12.73,16.72,414,-2.24,0.0,0.0,,,2022-05-04,-8.99828430325987,1.013563888884466,-0.45116918844566706,-0.45116918844566706,1.656458055925433,0.663886572143452,1.035714285714285,0.590909090909091,0.7639257294429701,0.37113402061855605,0.403940886699507,0.065136145221569
TALOS ENERGY INC,EC 381 A,211120,40507.062,Crude Petroleum Extraction ,110070261822.0,2020,EC 381 A,,Offshore,LA,0,,"333 Clay St., Suite 3300",Houston,TX,77002,100.0,211120,40507.062,TALO,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_4A48344E56312D52,US,USD,True,BBG00JPH4HQ3,1724965.0,549300OKFHZ84SFJFT95,1646254110,20.4,8.57,20.4,8.57,0.6906779661016941,82519003,0,1109094,1311916,12.73,16.72,414,-2.24,0.0,0.0,,,2022-05-04,-8.99828430325987,1.013563888884466,-0.45116918844566706,-0.45116918844566706,1.656458055925433,0.663886572143452,1.035714285714285,0.590909090909091,0.7639257294429701,0.37113402061855605,0.403940886699507,0.065136145221569
TARGA RESOURCES CORP,TARGA WAYNOKA NATURAL GAS PROCESSING PLANT,211130,85229.47142811204,Natural Gas Extraction ,110013968983.0,2020,TARGA WAYNOKA NATURAL GAS PROCESSING PLANT,,ALVA,OK,73717,WOODS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,85229.47142811204,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA MIDKIFF GAS PROCESSING PLANT,211130,231551.28872305623,Natural Gas Extraction ,110043792429.0,2020,TARGA MIDKIFF GAS PROCESSING PLANT,17400 E FM 2401,MIDKIFF,TX,79755,UPTON COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,73.0,211130,169032.44076783105,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,SEA ROBIN GAS PROCESSING PLANT,211130,62547.926,Natural Gas Extraction ,110009454964.0,2020,SEA ROBIN GAS PROCESSING PLANT,5627 ARISTIDE ROAD,ERATH,LA,70533,VERMILION PARISH,"10000 Louisiana Street, Suite 4300",Houston,TX,77002,0.84,211130,525.4025784,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Sterling Gas Processing Plant,211130,39604.88061278259,Natural Gas Extraction ,110043805488.0,2020,Targa Midstream Services LLC - Sterling Gas Processing Plant,14206 US Highway 87 N,Sterling,TX,76951,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,39604.88061278259,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Mertzon Gas Processing Plant,211130,32994.29496913301,Natural Gas Extraction ,110070081861.0,2020,Targa Midstream Services LLC - Mertzon Gas Processing Plant,14701 US 67 West,Mertzon,TX,76941,IRION COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,32994.29496913301,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Gillis Gas Plant,211130,24664.147260654165,Natural Gas Extraction ,110008377407.0,2020,Targa Midstream Services LLC - Gillis Gas Plant,3807 Luke Powers Rd,Lake Charles,LA,70615,CALCASIEU PARISH,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,24664.147260654165,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Chico Gas Plant,211130,143550.56628493764,Natural Gas Extraction ,110009003078.0,2020,Targa Midstream Services LLC - Chico Gas Plant,383 County Road 1745,Chico,TX,76431,WISE COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,143550.56628493764,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Sandhills Gas Plant,211130,222258.18368066207,Natural Gas Extraction ,110050572861.0,2020,Targa Midstream Services LLC - Sandhills Gas Plant,5880 FM 1233,Crane,TX,79731,CRANE COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,222258.18368066207,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Barracuda Gas Processing Plant,211130,3099.8989080199585,Natural Gas Extraction ,110015706128.0,2020,Targa Midstream Services LLC - Barracuda Gas Processing Plant,5466 Gulf Beach Hwy,Cameron,LA,70631,CAMERON PARISH,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,3099.898908019959,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Downstream LLC - Galena Park Terminal,424710,3569.436,Petroleum Bulk Stations and Terminals ,,2020,Targa Downstream LLC - Galena Park Terminal,12510 American Petroleum Rd,Galena Park,TX,77547,,"1000 Louisiana Street, Suite 4300",Houston,TX,77002,100.0,424710,3569.436,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA COALGATE STONEWALL GAS PROCESSING PLANT,211130,78197.48367660207,Natural Gas Extraction ,110040505085.0,2020,TARGA COALGATE STONEWALL GAS PROCESSING PLANT,,Coalgate,OK,74538,COAL COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,60.0,211130,46918.49020596124,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,"Targa Midstream Services, LLC - Mont Belvieu Complex",211130,834933.4332919318,Natural Gas Extraction ,110043796443.0,2020,"Targa Midstream Services, LLC - Mont Belvieu Complex",10319 highway 146 North,Mont Belvieu,TX,77520,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,834933.4332919318,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Downstream LLC - Lake Charles LPG Fractionator,211130,14196.291715700827,Natural Gas Extraction ,110014325854.0,2020,Targa Downstream LLC - Lake Charles LPG Fractionator,1399 Davison Rd,Sulphur,LA,70665,CALCASIEU PARISH,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,14196.291715700827,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Gulf Coast Fractionators,211130,152989.326,Natural Gas Extraction ,110042061292.0,2020,Gulf Coast Fractionators,9500 FM 1942,Mont Belvieu,TX,77580,CHAMBERS COUNTY,"1000 Louisiana, Suite 4300",Houston,TX,77002,38.75,211130,59283.363825,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Saunders Gas Processing Plant,211130,90336.96179040652,Natural Gas Extraction ,110063989322.0,2020,Targa Midstream Services LLC - Saunders Gas Processing Plant,50 Warren Rd,Lovington,NM,88260,LEA COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,90336.96179040652,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Monument Gas Processing Plant,211130,175186.5716784457,Natural Gas Extraction ,110007018262.0,2020,Targa Midstream Services LLC - Monument Gas Processing Plant,8201 W Hwy 322,Monument,NM,84265,LEA COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,175186.5716784457,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,North Terrebonne Gas Plant,211130,45206.88,Natural Gas Extraction ,110000702730.0,2020,North Terrebonne Gas Plant,449 Shell E&P Court,Gibson,LA,70358,TERREBONNE PARISH,1000 Louisiana,Houston,TX,77002,4.75,211130,2147.3268,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA BENEDUM EDWARD JOYCE GAS PROCESSING PLANT,211130,232835.51299284468,Natural Gas Extraction ,110070081942.0,2020,TARGA BENEDUM EDWARD JOYCE GAS PROCESSING PLANT,8900 FM 1555,RANKIN,TX,79778,UPTON COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,73.0,211130,169969.92448477662,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Lowry Gas Processing Plant,211130,40244.05450607479,Natural Gas Extraction ,110043796443.0,2020,Targa Midstream Services LLC - Lowry Gas Processing Plant,810 Lowry Hwy,Lowry,LA,70549,HARRIS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,40244.05450607479,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Venice Gas Processing Plant,211130,213010.4644730518,Natural Gas Extraction ,110000545517.0,2020,Targa Midstream Services LLC - Venice Gas Processing Plant,1565 Tidewater Rd,Venice,LA,70091,PLAQUEMINES PARISH,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,213010.4644730518,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Tebone Fractionator,211130,10055.866,Natural Gas Extraction ,110000755567.0,2020,Tebone Fractionator,10324 HIGHWAY 75 RIVER ROAD,GEISMAR,LA,70734,ASCENSION PARISH,1000 Louisiana,Houston,TX,77002,4.75,211130,477.653635,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,Targa Midstream Services LLC - Eunice Gas Processing Plant,211130,205456.8505526165,Natural Gas Extraction ,110007018253.0,2020,Targa Midstream Services LLC - Eunice Gas Processing Plant,,Eunice,NM,88231,LEA COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,205456.8505526165,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
TARGA RESOURCES CORP,TARGA VELMA GAS PROCESSING PLANT,211130,38895.07426792461,Natural Gas Extraction ,110007386042.0,2020,TARGA VELMA GAS PROCESSING PLANT,,VELMA,OK,73491,STEPHENS COUNTY,"811 Louisiana Street, Suite 2100",Houston,TX,77002,100.0,211130,38895.07426792461,TRGP,XNYS,,New York Stock Exchange Inc,XNYS,New York Stock Exchange Inc,2022-04-16,cs,IEX_444B544237372D52,US,USD,True,BBG0015XMW40,1389170.0,5493003QENHHS261UR94,17968143051,79.43,30.96,79.43,31.37,1.3870666156713471,228486051,0,1273541,1617029,59.32,71.91,2372,0.0,0.6475873892617621,0.008234834553176001,2022-04-28,2022-01-28,2022-05-05,0.0,0.922708925236396,4.593808683776247,0.784255713066996,9.20861189360404,1.3899321373542382,0.514541641228504,0.422799897957891,0.369323939836113,0.21096396673852702,0.197502664839348,0.017730037530736
