Parent,Subsidiary,ticker
GENERAL ELECTRIC CO,"GE Aviation, Evendale Plant (1431150060)",GE
GENERAL ELECTRIC CO,GENERAL ELECTRIC PEEBLES TEST OPERATIONS,GE
GENERAL ELECTRIC CO,MARTINEZ COGEN LIMITED PARTNER,GE
GENERAL ELECTRIC CO,GE GLOBAL RESEARCH CENTER,GE
GENERAL ELECTRIC CO,Shady Hills,GE
GENERAL ELECTRIC CO,"GE (Greenville) Gas Turbines, LLC",GE
GENERAL ELECTRIC CO,GE Power and Water,GE
GENERAL MOTORS CO,GM TECHNICAL CENTER,GM
GENERAL MOTORS CO,Defiance Casting Operations (0320010001),GM
GENERAL MOTORS CO,GENERAL MOTORS SAGINAW METAL CASTING OPERATIONS,GM
GENERAL MOTORS CO,GENERAL MOTORS FAIRFAX ASSEMBLY PLANT,GM
GENERAL MOTORS CO,GENERAL MOTORS LLC BEDFORD CETC,GM
GENERAL MOTORS CO,GENERAL MOTORS FORT WAYNE ASSEMBLY,GM
GENERAL MOTORS CO,General Motors LLC Wentzville,GM
GENERAL MOTORS CO,GENERAL MOTORS LANSING DELTA TOWNSHIP,GM
GENERAL MOTORS CO,GENERAL MOTORS CORP - MILFORD PROVING GROUND,GM
GENERAL MOTORS CO,GMC TRUCK GROUP ARLINGTON ASSEMBLY PLANT,GM
GENERAL MOTORS CO,General Motors Spring Hill Manufacturing,GM
GENERAL MOTORS CO,GM Lansing Grand River,GM
GEVO INC,AGRI ENERGY LLC,GEVO
GRAFTECH INTERNATIONAL LTD,Advanced Graphite Materials LLC,EAF
GRAFTECH INTERNATIONAL LTD,SEADRIFT COKE L.P.,EAF
GRAPHIC PACKAGING HOLDING CO,"Graphic Packaging International, Inc.",GPK
GRAPHIC PACKAGING HOLDING CO,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",GPK
GRAPHIC PACKAGING HOLDING CO,GRAPHIC PACKAGING INTERNATIONAL,GPK
GRAPHIC PACKAGING HOLDING CO,"Graphic Packaging International, Inc.",GPK
GRAPHIC PACKAGING HOLDING CO,GRAPHIC PACKAGING INT INC,GPK
GRAPHIC PACKAGING HOLDING CO,Graphic Packaging International - Texarkana Mill,GPK
GRAPHIC PACKAGING HOLDING CO,Graphic Packaging International - Augusta,GPK
GREEN PLAINS INC,GREEN PLAINS CENTRAL CITY LLC,GPRE
GREEN PLAINS INC,Hereford Ethanol Partners LP,GPRE
GREEN PLAINS INC,"Green Plains Atkinson, LLC",GPRE
GREEN PLAINS INC,"Green Plains Wood River, LLC.",GPRE
GREEN PLAINS INC,Green Plains Mount Vernon LLC,GPRE
GREEN PLAINS INC,GREEN PLAINS SUPERIOR LLC,GPRE
GREEN PLAINS INC,GREEN PLAINS SHENANDOAH LLC,GPRE
GREEN PLAINS INC,GREEN PLAINS OTTER TAIL LLC,GPRE
GREEN PLAINS INC,Green Plains Madison LLC,GPRE
GREEN PLAINS INC,Green Plains Fairmont LLC,GPRE
GREEN PLAINS INC,GREEN PLAINS ORD LLC,GPRE
GREEN PLAINS INC,GREEN PLAINS OBION LLC,GPRE
GREEN PLAINS INC,Green Plains York LLC,GPRE
GREIF INC,WISCONSIN PAPERBOARD,GEF
GREIF INC,OHIO PAPERBOARD CORP,GEF
GREIF INC,MOBILE PAPERBOARD,GEF
GREIF INC,GREIF RIVERVILLE LLC,GEF
GREIF INC,"Greif Packaging, LLC",GEF
GREIF INC,CARAUSTAR MILL GROUP INC AUSTELL BOXBOARD MILLS,GEF
GREIF INC,NEWARK AMERICA,GEF
GREIF INC,Caraustar Industries dba Tama Paperboard,GEF
GULFPORT ENERGY CORP,Lindsay Field Office,GPOR
GULFPORT ENERGY CORP,Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,GPOR
HALLADOR ENERGY CO,Oaktown Fuels Mine No.1,HNRG
HALLADOR ENERGY CO,Carlisle Mine,HNRG
HALLADOR ENERGY CO,Oaktown Fuels Mine No. 2,HNRG
HALLIBURTON CO,BENTONITE PERFORMANCE MINERALS LLC LOVELL,HAL
HALLIBURTON CO,BENTONITE PERFORMANCE MINERALS-COLONY,HAL
HAYNES INTERNATIONAL INC,HAYNES INTERNATIONAL INCORPORATED,HAYN
HERITAGE-CRYSTAL CLEAN INC,"Heritage-Crystal Clean, LLC",HCCI
HESS CORP,SEA ROBIN GAS PROCESSING PLANT,HES
HESS CORP,SEMINOLE GAS PROCESSING PLANT,HES
HESS CORP,TIOGA GAS PROCESSING PLANT,HES
HESS CORP,Hess Corporation - 395 - Williston Basin,HES
HESS CORP,Garden Banks 260 A,HES
HESS CORP,Tioga Rail Terminal,HES
HESS CORP,Mississippi Canyon 724 Gulfstar 1 (Tubular Bells),HES
HESS CORP,Hess Corporation - 395 - Williston Basin Gath & Boostn,HES
HESS CORP,Green Canyon 468 A (Stampede),HES
HEXCEL CORP,HEXCEL CORP,HXL
HEXCEL CORP,HEXCEL CORPORATION,HXL
HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC - BATON ROUGE PLANT,HON
HONEYWELL INTERNATIONAL INC,HONEYWELL - UOP LLC,HON
HONEYWELL INTERNATIONAL INC,UOP.LLC SHREVEPORT,HON
HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC,HON
HONEYWELL INTERNATIONAL INC,HONEYWELL INTERNATIONAL INC - GEISMAR COMPLEX,HON
HONEYWELL INTERNATIONAL INC,Honeywell Aerospace - Plymouth,HON
HONEYWELL INTERNATIONAL INC,Honeywell Aerospace - South Bend,HON
HORMEL FOODS CORP,HORMEL FOODS CORPORATION,HRL
HOWMET AEROSPACE INC,Howmet Aerospace Inc. - Cleveland Works,HWM
HOWMET AEROSPACE INC,Schlosser Forge Company,HWM
HOWMET AEROSPACE INC,RMI Titanium Company LLC,HWM
HUNTINGTON INGALLS INDUSTRIES INC,HUNTINGTON INGALLS INCORPORATED,HII
HUNTSMAN CORP,RUBICON LLC - GEISMAR PLANT,HUN
INGEVITY CORP,"INGEVITY SOUTH CAROLINA, LLC - DeRidder Plant",NGVT
INGEVITY CORP,INGEVITY VIRGINIA CORPORATION - CARBON PLANT,NGVT
INGEVITY CORP,INGEVITY SC LLC CHARLESTON CHEMICAL PLANT,NGVT
INGEVITY CORP,Ingevity Virginia Corporation,NGVT
INGEVITY CORP,"Ingevity Arkansas, LLC",NGVT
INGREDION INC,Ingredion Incorporated Argo Plant,INGR
INGREDION INC,INGREDION INCORPORATED,INGR
INGREDION INC,Ingredion Inc.,INGR
INGREDION INC,"Ingredion Incorporated, Indianapolis Plant",INGR
INGREDION INC,Ingredion Incorporated,INGR
INTEL CORP,INTEL CORPORATION - RIO RANCHO FACILITY,INTC
INTEL CORP,INTEL CORPORATION RONLER ACRES CAMPUS,INTC
INTEL CORP,INTEL CORPORATION - Ocotillo Campus,INTC
INTEL CORP,INTEL CORPORATION ALOHA CAMPUS,INTC
INTERNATIONAL FLAVORS & FRAGRANCES INC,IFF CHEMICAL HOLDINGS INC,IFF
INTERNATIONAL FLAVORS & FRAGRANCES INC,Solae LLC,IFF
INTERNATIONAL PAPER CO,International Paper - Pensacola Mill,IP
INTERNATIONAL PAPER CO,International Paper - New Bern Mill,IP
INTERNATIONAL PAPER CO,International Paper-Franklin Mill,IP
INTERNATIONAL PAPER CO,International Paper-Courtland Mill,IP
INTERNATIONAL PAPER CO,International Paper - Vicksburg Mill,IP
INTERNATIONAL PAPER CO,International Paper - Red River Mill,IP
INTERNATIONAL PAPER CO,International Paper - Pine Hill Mill,IP
INTERNATIONAL PAPER CO,International Paper - Springfield Mill,IP
INTERNATIONAL PAPER CO,International Paper-Port Wentworth,IP
INTERNATIONAL PAPER CO,INTERNATIONAL PAPER - BOGALUSA MILL,IP
INTERNATIONAL PAPER CO,International Paper - Mansfield Mill,IP
INTERNATIONAL PAPER CO,International Paper - Orange Mill,IP
INTERNATIONAL PAPER CO,International Paper - Flint River Mill,IP
INTERNATIONAL PAPER CO,International Paper-Eastover Mill,IP
INTERNATIONAL PAPER CO,INTERNATIONAL PAPER - HENDERSON MILL,IP
INTERNATIONAL PAPER CO,International Paper - Columbus Mill,IP
INTERNATIONAL PAPER CO,International Paper ROME LINERBOARD MILL,IP
INTERNATIONAL PAPER CO,International Paper - Valliant Mill,IP
INTERNATIONAL PAPER CO,International Paper-Riverdale Mill,IP
INTERNATIONAL PAPER CO,INTERNATIONAL PAPER SAVANNA MILL,IP
INTERNATIONAL PAPER CO,International Paper Ticonderoga Mill,IP
INTERNATIONAL PAPER CO,International Paper-Prattville Mill,IP
INTERNATIONAL PAPER CO,International Paper-Riegelwood,IP
INTERNATIONAL PAPER CO,International Paper Company - Newport Mill,IP
INTERNATIONAL PAPER CO,International Paper - Maysville Mill,IP
INTERNATIONAL PAPER CO,International Paper - Georgetown Mill,IP
INTERNATIONAL PAPER CO,International Paper Franklin Landfill,IP
INTERNATIONAL PAPER CO,International Paper - Erie Lowville Landfill III,IP
INTERNATIONAL PAPER CO,International Paper Former Bastrop Mill Landfill,IP
INTERNATIONAL PAPER CO,International Paper Mobile Closed Landfill,IP
INTERNATIONAL PAPER CO,International Paper Rock Crossing Landfill,IP
JELD-WEN HOLDING INC,"JELD-WEN, INC.",JELD
KAISER ALUMINUM CORP,Kaiser Aluminum Washington,KALU
KAISER ALUMINUM CORP,KAISER ALUMINUM (0145010093),KALU
KELLOGG CO,KELLOGG COMPANY,K
KELLOGG CO,KELLOGG USA INC,K
KELLOGG CO,KELLOGG LANCASTER CEREAL PLT,K
KELLOGG CO,"KELLOGG USA,INC.",K
KELLOGG CO,PRINGLES MANUFACTURING COMPANY,K
KIMBERLY-CLARK CORP,KIMBERLY CLARK PA LLC/CHESTER OPR,KMB
KIMBERLY-CLARK CORP,KIMBERLY CLARK CORPORATION,KMB
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP,KMB
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP.,KMB
KIMBERLY-CLARK CORP,KIMBERLY CLARK WORLDWIDE INCORPORATED,KMB
KIMBERLY-CLARK CORP,KIMBERLY-CLARK TISSUE COMPANY,KMB
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP-JENKS FAC,KMB
KIMBERLY-CLARK CORP,KIMBERLY-CLARK CORP OWENSBORO OPERATIONS,KMB
KIMBERLY-CLARK CORP,KIMBERLY-CLARK TISSUE MILL,KMB
KINDER MORGAN INC,"NGPL Station 198 Knoxville, IA",KMI
KINDER MORGAN INC,TGP Station 241 Lafayette,KMI
KINDER MORGAN INC,TGP Station 229 Hamburg,KMI
KINDER MORGAN INC,"SNG Station 5211 Gwinville, MS",KMI
KINDER MORGAN INC,"SNG Station 5122 Franklinton, LA",KMI
KINDER MORGAN INC,"SNG Station 5222 Enterprise, MS",KMI
KINDER MORGAN INC,"SLNG Elba Island Terminal Savannah, GA",KMI
KINDER MORGAN INC,TGP Station 313 Coudersport,KMI
KINDER MORGAN INC,"TGP Station 860 Centerville, TN",KMI
KINDER MORGAN INC,TGP Station 214 Carrollton,KMI
KINDER MORGAN INC,TGP Station 249 Carlisle,KMI
KINDER MORGAN INC,Arkansas Loop & Simpson Treating Plants,KMI
KINDER MORGAN INC,TGP Station 209 CAMBRIDGE (Cumberland),KMI
KINDER MORGAN INC,"SNG Station 5216 Bay Springs, MS",KMI
KINDER MORGAN INC,"SNG Station 4020 Bear Creek Storage, LA",KMI
KINDER MORGAN INC,"SNG Station 5110 Toca, LA",KMI
KINDER MORGAN INC,"TGP Station 47 West Monroe, LA",KMI
KINDER MORGAN INC,"SNG Station 5010 White Castle, LA",KMI
KINDER MORGAN INC,TGP Station 307 Pigeon (Kane),KMI
KINDER MORGAN INC,"SNG Station 5130 Pearl River, MS",KMI
KINDER MORGAN INC,"SNG Station 5277 Ocmulgee, GA",KMI
KINDER MORGAN INC,"SNG Station 4310 Muldon Storage, MS",KMI
KINDER MORGAN INC,TGP Station 219 Mercer,KMI
KINDER MORGAN INC,"EPNG Station 6312 Cornudas, TX",KMI
KINDER MORGAN INC,"EPNG Station 6521 Eunice A, NM",KMI
KINDER MORGAN INC,"EPNG Station 6735 Hackberry, AZ",KMI
KINDER MORGAN INC,"EPNG Station 6335 Hueco, TX",KMI
KINDER MORGAN INC,"EPNG Station 6339 Keystone, TX",KMI
KINDER MORGAN INC,"CIG Station 5560 Kit Carson, CO",KMI
KINDER MORGAN INC,"EPNG Station 6750 Leupp, AZ",KMI
KINDER MORGAN INC,"EPNG Station 6741 Alamo Lake, AZ",KMI
KINDER MORGAN INC,"TGP Station 40 Natchitoches, LA",KMI
KINDER MORGAN INC,"EPNG Station 1775 Mojave Topock, AZ",KMI
KINDER MORGAN INC,"CIG Station 5950 Watkins, CO",KMI
KINDER MORGAN INC,"EPNG Station 6796 Window Rock, AZ",KMI
KINDER MORGAN INC,"NGPL Station 109 Harper, IA",KMI
KINDER MORGAN INC,Lamar Compressor Station,KMI
KINDER MORGAN INC,EPNG Station 6210 Bondad,KMI
KINDER MORGAN INC,"EPNG Station 6755 Navajo, AZ",KMI
KINDER MORGAN INC,"EPNG Station 6560 Pecos River, NM",KMI
KINDER MORGAN INC,"CIG Station 5850 Cheyenne, CO",KMI
KINDER MORGAN INC,"CIG Station 5660 Rawlins, WY",KMI
KINDER MORGAN INC,"WIC Station 7950 Douglas, WY",KMI
KINDER MORGAN INC,"CIG Station 5440 Mocane, OK",KMI
KINDER MORGAN INC,"EPNG Station 6793 Wenden, AZ",KMI
KINDER MORGAN INC,"NGPL Station 308, Biggers, AR",KMI
KINDER MORGAN INC,"MEP Station 3 Perryville, LA",KMI
KINDER MORGAN INC,"NGPL Station 309, Marble Hill, MO",KMI
KINDER MORGAN INC,"NGPL Station 107 Emerson, IA",KMI
KINDER MORGAN INC,"NGPL Station 311 Hammond, IL",KMI
KINDER MORGAN INC,"NGPL Station 108 Truro, IA",KMI
KINDER MORGAN INC,YATES GAS PLANT,KMI
KINDER MORGAN INC,"Copano Energy Houston Central Plant, TX",KMI
KINDER MORGAN INC,"Copano Field Services/North Texas, Saint Jo Processing Plant Montague, TX",KMI
KINDER MORGAN INC,SACROC CO2 TREATMENT,KMI
KINDER MORGAN INC,SNYDER GAS PLANT,KMI
KINDER MORGAN INC,"NGPL Station 310 Centralia, IL",KMI
KINDER MORGAN INC,"NGPL Station 103, Minneola, KS",KMI
KINDER MORGAN INC,"NGPL Station 201 Storage, Herscher, IL",KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - CARRYVILLE,KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - FRANKLINTON,KMI
KINDER MORGAN INC,"NGPL Station 802, Paris, TX",KMI
KINDER MORGAN INC,"NGPL Station 106 Beatrice, NE",KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - Mt VERNON,KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - MUNSON,KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - ORLANDO,KMI
KINDER MORGAN INC,"NGPL Station 206 Storage, St Elmo, IL",KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - PERRY STATION,KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - PORT BARRE,KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - QUINCY,KMI
KINDER MORGAN INC,"NGPL Station 342 Johnson's Bayou, LA",KMI
KINDER MORGAN INC,"MEP Station 4 Vicksburg, MS",KMI
KINDER MORGAN INC,"NGPL Station 105 Glasco, KS",KMI
KINDER MORGAN INC,"NGPL Station 307, Searcy, AR",KMI
KINDER MORGAN INC,"KMTP Station 553 Katy, TX",KMI
KINDER MORGAN INC,"NGPL Station 110 Geneseo, IL",KMI
KINDER MORGAN INC,"MEP Atlanta Station 2, TX",KMI
KINDER MORGAN INC,"NGPL Station 801, Ratliff City, OK",KMI
KINDER MORGAN INC,"NGPL Station 195 Haddam, KS",KMI
KINDER MORGAN INC,"KM Tejas Station 2, TX",KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - TRENTON,KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - WIGGINS,KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - ZACHARY,KMI
KINDER MORGAN INC,"KMTP Station 581 Markham, TX",KMI
KINDER MORGAN INC,FLORIDA GAS TRANSMISSION COMPANY - SILVER SPRINGS,KMI
KINDER MORGAN INC,"KMTP Station 552 Kennedy, TX",KMI
KINDER MORGAN INC,"KM Tejas Fandango Plant, TX",KMI
KINDER MORGAN INC,"Kinder Morgan Altamont LLC Altamont Gas Plant, Altamont, UT",KMI
KINDER MORGAN INC,"Kinder Morgan Altamont LLC Bluebell Gas Plant, Roosevelt, UT",KMI
KINDER MORGAN INC,"TGP Station 823 Kinder, LA",KMI
KINDER MORGAN INC,TGP Station 245 West Winfield,KMI
KINDER MORGAN INC,"Scissortail Energy Featherston Station Quinton, OK",KMI
KINDER MORGAN INC,RUSSELL CMP STN,KMI
KINDER MORGAN INC,"TGP Station 200 Greenup, KY",KMI
KINDER MORGAN INC,"NGPL Station 388 Storage, Longview, TX",KMI
KINDER MORGAN INC,"EPNG Station 6794 Williams, AZ",KMI
KINDER MORGAN INC,"NGPL Station 194 Wilson, KS",KMI
KINDER MORGAN INC,"WIC Station 7938 Snake River, CO",KMI
KINDER MORGAN INC,"CIG Station 5610 Greasewood, CO",KMI
KINDER MORGAN INC,Galena Park Terminal,KMI
KINDER MORGAN INC,"SNG Station 5283 Hall Gate, GA",KMI
KINDER MORGAN INC,"TGP Station 071 Middleton, TN",KMI
KINDER MORGAN INC,"EPNG Station 6550 Monument Plant, NM",KMI
KINDER MORGAN INC,TGP Station 254 Nassau,KMI
KINDER MORGAN INC,"EPNG Station 6770 Oracle, AZ",KMI
KINDER MORGAN INC,"EPNG Station 6348 Plains, TX",KMI
KINDER MORGAN INC,TGP Station 325 Sussex,KMI
KINDER MORGAN INC,"SNG Station 4152 Tarrant, AL",KMI
KINDER MORGAN INC,"SNG Station 5272 Thomaston, GA",KMI
KINDER MORGAN INC,"EPNG Station 6398, Wink, TX",KMI
KINDER MORGAN INC,"SNG Station 5230 York, AL",KMI
KINDER MORGAN INC,"KMTP Station 555 Goodrich, TX",KMI
KINDER MORGAN INC,"KMBP Brooks County Station, TX",KMI
KINDER MORGAN INC,"EPNG Station 6311 El Paso, TX",KMI
KINDER MORGAN INC,"Scissortail Energy Paden Processing Plant Paden, OK",KMI
KINDER MORGAN INC,"NGPL Station 305, Texarkana, AR",KMI
KINDER MORGAN INC,"NGPL Station 306, Malvern, AR",KMI
KINDER MORGAN INC,"TGP Station 096 Campbellsville, KY",KMI
KINDER MORGAN INC,TGP Station 321 Clifford,KMI
KINDER MORGAN INC,"TGP Station 546 Columbus, MS",KMI
KINDER MORGAN INC,"SNG Station 5267 Ellerslie, GA",KMI
KINDER MORGAN INC,EPNG Station 6526 Blanco,KMI
KINDER MORGAN INC,TGP Station 264 Charlton,KMI
KINDER MORGAN INC,"SNG Station 4132 Louisville, MS",KMI
KINDER MORGAN INC,"SNG Station 5245 Selma, AL",KMI
KINDER MORGAN INC,"EPNG Station 6719 Dutch Flat, AZ",KMI
KINDER MORGAN INC,"KH East Holly Gas Treating Facility Gloster,LA",KMI
KINDER MORGAN INC,"KH North Elm Grove Gas Treating Facility Haughton, LA",KMI
KINDER MORGAN INC,"KH Plantation Central Gas Treating Facility Coushatta, LA",KMI
KINDER MORGAN INC,"KH Plantation South Gas Treating Facility Coushatta, LA",KMI
KINDER MORGAN INC,"KH Plantation West Gas Treating Facility Coushatta, LA",KMI
KINDER MORGAN INC,"SNG Station 5288 Wrens, GA",KMI
KINDER MORGAN INC,"EPNG Station 6525 Florida, NM",KMI
KINDER MORGAN INC,HAWKVILLE GAS TREATING FACILITY,KMI
KINDER MORGAN INC,EPNG Station 6543 Lordsburg,KMI
KINDER MORGAN INC,TGP Station 315 Wellsboro,KMI
KINDER MORGAN INC,"CIG Station 5320 Fort Lupton, CO",KMI
KINDER MORGAN INC,"SNG Station 5259 Auburn, AL",KMI
KINDER MORGAN INC,"TGP Station 87 Portland, TN",KMI
KINDER MORGAN INC,"TGP Station 106 Clay City, KY",KMI
KINDER MORGAN INC,TGP Station 261 Agawam,KMI
KINDER MORGAN INC,TGP Station 266A Mendon,KMI
KINDER MORGAN INC,TGP Station 204 Albany,KMI
KINDER MORGAN INC,Hiland Partners Norse Gas Plant,KMI
KINDER MORGAN INC,Hiland Partners Watford City Gas Plant,KMI
KINDER MORGAN INC,"CIG Station 5680 Wamsutter, WY",KMI
KINDER MORGAN INC,"EPNG Station 6330 Guadalupe, TX",KMI
KINDER MORGAN INC,"EPNG Station 6595 Washington Ranch, NM",KMI
KINDER MORGAN INC,"NGPL Station 204 Columbus Junction, IA",KMI
KINDER MORGAN INC,"TGP Station 230, Lockport Compressor Station",KMI
KINDER MORGAN INC,"EPNG Station 6702 Cimarron, AZ",KMI
KINDER MORGAN INC,"EPNG Station 6701 Tom Mix, AZ",KMI
KINDER MORGAN INC,"EPNG Station 6795 Willcox, AZ",KMI
KINDER MORGAN INC,"NGPL Station 184, Sayre OK",KMI
KINDER MORGAN INC,"EEC Station 5412 Hartwell, GA",KMI
KINDER MORGAN INC,Hiland Partners Bakken Gathering Plant,KMI
KINDER MORGAN INC,"KMTP Station 551 Freer and Freer Liquids, TX",KMI
KINDER MORGAN INC,"EPNG Station 6503 Afton, NM",KMI
KINDER MORGAN INC,"EPNG Station 6715 Dilkon, AZ",KMI
KINDER MORGAN INC,"TGP Station 542, Dekalb, MS",KMI
KINDER MORGAN INC,Hawkville North East Central Delivery Point,KMI
KINDER MORGAN INC,"TGP Station 303, Seneca, PA",KMI
KINDER MORGAN INC,GP Condensate Splitter,KMI
KINDER MORGAN INC,Bostco Terminal,KMI
KINDER MORGAN INC,"NGPL Station 156, Mountain View, OK",KMI
KINDER MORGAN INC,"KMTP Bob West Compressor Station Falcon Heights, TX",KMI
KINDER MORGAN INC,"KMTP Bob West Dew Point Plant Falcon Heights, TX",KMI
KINDER MORGAN INC,"Kinder Morgan Treating, L.P., Huntsville Gas Plant, Huntsville, TX",KMI
KINDER MORGAN INC,"EPNG Station 6399 Black River, TX",KMI
KINDER MORGAN INC,"TGP Station 310 Smethport, PA",KMI
KINDER MORGAN INC,"NGPL Station 196 Unadilla, NE",KMI
KINDER MORGAN INC,Hiland Partners Holdings LLC 395 Williston Basin,KMI
KINDER MORGAN INC,KinderHawk Field Services LLC 230 Arkla Basin,KMI
KINDER MORGAN INC,Kinder Morgan Altamont LLC 575 Uinta Basin,KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, Southern Natural Gas Company, L.L.C.",KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, Natural Gas Pipeline Company of America LLC",KMI
KINDER MORGAN INC,"TGP Station 871 Campbellsville, KY",KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, Tennessee Gas Pipeline Company, L.L.C.",KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, Kinder Morgan Tejas Pipeline LLC",KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, Elba Express Company, L.L.C.",KMI
KINDER MORGAN INC,"Scissortail Energy Cable Compressor Station McAlester, OK",KMI
KINDER MORGAN INC,"TGP Station 555 Collinwood, Cypress Inn, TN",KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, El Paso Natural Gas Company, L.L.C.",KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, Colorado Interstate Gas Company, L.L.C.",KMI
KINDER MORGAN INC,"Transmission Pipeline Facility, Kinder Morgan Texas Pipeline LLC",KMI
KINDER MORGAN INC,"Hiland Partners Roosevelt Gas Plant Watford City, ND",KMI
KINDER MORGAN INC,BPX Energy 220 Gulf Coast Basin GB,KMI
KINDER MORGAN INC,TGP Station 9 VIctoria TX,KMI
KINDER MORGAN INC,Kinder Morgan Production 430 Permian Basin GB,KMI
KINDER MORGAN INC,"Kinder Morgan, Inc. 350 South Oklahoma Folded Belt",KMI
KINDER MORGAN INC,"Kinder Morgan, Inc. 360 Anadarko Basin",KMI
KINDER MORGAN INC,"Kinder Morgan, Inc. 345 Arkoma Basin",KMI
KINDER MORGAN INC,"Kinder Morgan Energy Partners, L.P. 220 Gulf Coast Basin (LA, TX)",KMI
KINDER MORGAN INC,"Kinder Morgan, Inc. 420 Fort Worth Syncline",KMI
KINDER MORGAN INC,"Kinder Morgan, Inc. 355 Chautauqua Platform",KMI
KINDER MORGAN INC,Red Cedar Gathering San Juan Basin Gathering & Boosting,KMI
KINDER MORGAN INC,"TGP Station 317 Troy, PA",KMI
KINDER MORGAN INC,"TGP Station 550 Hamilton, AL",KMI
KINDER MORGAN INC,"NGPL Station 303 Lufkin, TX",KMI
KINDER MORGAN INC,"EPNG Station San Simon, AZ",KMI
KINDER MORGAN INC,"NGPL Station 312 Cropsey, IL",KMI
KINDER MORGAN INC,"TGP Station 114 Catlettsburg, KY",KMI
KINDER MORGAN INC,"TGP Station 32 Jasper, TX",KMI
KINDER MORGAN INC,"EPNG Station 6552 Lincoln, NM",KMI
KINDER MORGAN INC,"EPNG Station 6527 Bluewater, NM",KMI
KINDER MORGAN INC,"NGPL Station 301 Wharton, TX",KMI
KINDER MORGAN INC,"GCX Rankin Compressor Station, TX",KMI
KINDER MORGAN INC,"GCX Waha Compressor Station, TX",KMI
KINDER MORGAN INC,"TGP Station 563 Joelton, TN",KMI
KINDER MORGAN INC,"TGP Station 827 Alexandria, LA",KMI
KINDER MORGAN INC,"EPNG Station 6570 Roswell, NM",KMI
KINDER MORGAN INC,"KMLP Station 760 Eunice, LA",KMI
KINDER MORGAN INC,"TGP Station 875 Richmond, KY",KMI
KINDER MORGAN INC,"NGPL Station 394 Atlanta, TX",KMI
KINDER MORGAN INC,"GCX Big Wells Compressor Station, TX",KMI
KINDER MORGAN INC,"TGP Station 11A Edna, TX",KMI
KINDER MORGAN INC,"TGP Station 3A San Patricio, TX",KMI
KINDER MORGAN INC,"KM Tejas Premont Compressor Station, TX",KMI
KINDER MORGAN INC,"GCX Devil’s River Compressor Station, TX",KMI
KINDER MORGAN INC,"TGP Station 119A Rocky Fork, WV",KMI
KINDER MORGAN INC,EPNG Belen Compressor Station,KMI
KINDER MORGAN INC,EPNG Caprock Compressor Station,KMI
KINDER MORGAN INC,SGP Sierrita Compressor Station,KMI
LAMB WESTON HOLDINGS INC,LAMB WESTON INCORPORATED,LW
LAMB WESTON HOLDINGS INC,LAMB WESTON,LW
LAMB WESTON HOLDINGS INC,LAMB WESTON INC. Hermiston,LW
LAMB WESTON HOLDINGS INC,LAMB WESTON INC. PASCO,LW
LAMB WESTON HOLDINGS INC,Lamb Weston Twin Falls,LW
LAMB WESTON HOLDINGS INC,LAMB WESTON INCORPORATED,LW
LAMB WESTON HOLDINGS INC,"Lamb Weston, Inc",LW
LAREDO PETROLEUM INC,Laredo Petroleum Basin 430,LPI
LAREDO PETROLEUM INC,Laredo Basin 430 B&G,LPI
LOCKHEED MARTIN CORP,LOCKHEED MARTIN MISSILES & SPACE,LMT
LOCKHEED MARTIN CORP,SIKORSKY AIRCRAFT HEADQUARTERS,LMT
LOCKHEED MARTIN CORP,U.S. AIR FORCE PLANT 6 LOCKHEED MARTIN AERONAUTICS CO,LMT
LOEWS CORP,Texas Gas Transmission - Bald Knob Station,L
LOEWS CORP,Texas Gas Transmission - Bastrop Station,L
LOEWS CORP,TEXAS GAS TRANSMISSION - GREENVILLE STATION,L
LOEWS CORP,Texas Gas Transmission - Jeffersontown Station,L
LOEWS CORP,Texas Gas Transmission - Youngsville Station,L
