Stock,Symbol,Type,Shares Held,Market Value,% of Portfolio,Previous % of Portfolio,Ranking,Change in shares,% Change,Change Type,% Ownership,Qtr first owned,sector,source_type,source_date,Avg Price,Recent Price
Raytheon technologies corp. (united technologies),RTX,"",14841346.0,1277246000.0,0.262497,,72,14841346.0,,new,0.9958841,Q4 2021,INDUSTRIALS,13F,12/31/2021,86.06,104.27
Eaton corp. (torbenson axle co. - eaton axle & spring),ETN,"",7147979.0,1235314000.0,0.253879,,73,7147979.0,,new,1.7889183,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,172.82,139.91
Blackrock inc. class a,BLK,"",1344370.0,1230851000.0,0.252962,,74,1344370.0,,new,0.8842073,Q4 2021,FINANCE,13F,12/31/2021,915.56,688.17
Regency centers corp,REG,"",16179323.0,1219112000.0,0.250549,,75,16179323.0,,new,9.4410235,Q4 2021,REAL ESTATE,13F,12/31/2021,75.35,70.58
Starbucks corp.,SBUX,"",10167051.0,1189240000.0,0.24441,,76,10167051.0,,new,0.8838608,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,116.97,79.5
Arthur j. gallagher & co inc,AJG,"",6911540.0,1172681000.0,0.241007,,77,6911540.0,,new,3.2972678,Q4 2021,FINANCE,13F,12/31/2021,169.67,180.61
Prologis  inc.,PLD,"",6962036.0,1172128000.0,0.240893,,78,6962036.0,,new,0.9408157,Q4 2021,REAL ESTATE,13F,12/31/2021,168.36,162.7
American tower corp.  class a,AMT,"",3925300.0,1148150000.0,0.235965,,79,3925300.0,,new,0.8610289,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,292.5,255.54
Applied materials inc.,AMAT,"",7288288.0,1146885000.0,0.235705,,80,7288288.0,,new,0.8250319,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,157.36,113.36
Amgen  inc.,AMGN,"",5062588.0,1138930000.0,0.23407,,81,5062588.0,,new,0.8987918,Q4 2021,HEALTH CARE,13F,12/31/2021,224.97,254.02
Anthem inc,ANTM,"",2434182.0,1128341000.0,0.231894,,82,2434182.0,,new,0.9611229,Q4 2021,HEALTH CARE,13F,12/31/2021,463.54,516.72
Charles schwab corp,SCHW,"",13410172.0,1127795000.0,0.231782,,83,13410172.0,,new,0.7390069,Q4 2021,FINANCE,13F,12/31/2021,84.1,82.75
Servicenow inc,NOW,"",1720965.0,1117096000.0,0.229583,,84,1720965.0,,new,0.8604825,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,649.11,507.33
Caterpillar inc.,CAT,"",5335303.0,1103021000.0,0.226691,,85,5335303.0,,new,0.9956003,Q4 2021,INDUSTRIALS,13F,12/31/2021,206.74,227.81
Target corp.,TGT,"",4728353.0,1094330000.0,0.224904,,86,4728353.0,,new,1.0225277,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,231.44,237.2
Analog devices inc,ADI,"",6214791.0,1092374000.0,0.224502,,87,6214791.0,,new,1.1875810,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,175.77,156.5
Udr inc. (old dominion reit - united dominion realty trust),UDR,"",18129085.0,1087564000.0,0.223514,,88,18129085.0,,new,5.6962296,Q4 2021,REAL ESTATE,13F,12/31/2021,59.99,57.58
Zoetis  inc.,ZTS,"",4376023.0,1067881000.0,0.219469,,89,4376023.0,,new,0.9271813,Q4 2021,HEALTH CARE,13F,12/31/2021,244.03,187.3
Intuitive surgical inc,ISRG,"",2965237.0,1065410000.0,0.218961,,90,2965237.0,,new,0.8255233,Q4 2021,HEALTH CARE,13F,12/31/2021,359.3,279.7
Micron technology  inc.,MU,"",11302134.0,1052794000.0,0.216368,,91,11302134.0,,new,1.0093200,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,93.15,70.13
International business machines corp.,IBM,"",7668922.0,1025028000.0,0.210662,,92,7668922.0,,new,0.8527562,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,133.66,126.56
Booking holdings inc. (priceline),BKNG,"",422543.0,1013778000.0,0.208349,,93,422543.0,,new,1.0289994,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,2399.23,2227.29
Lam research corp.,LRCX,"",1397617.0,1005096000.0,0.206565,,94,1397617.0,,new,1.0018750,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,719.15,456.16
American express co,AXP,"",6072373.0,993440000.0,0.20417,,95,6072373.0,,new,0.8018569,Q4 2021,FINANCE,13F,12/31/2021,163.6,181.16
Federal realty investment trust,FRT,"",7212626.0,983225000.0,0.20207,,96,7212626.0,,new,9.1744063,Q4 2021,REAL ESTATE,13F,12/31/2021,136.32,123.26
Alcon inc,ALC,"",11001258.0,974157000.0,0.200207,,97,11001258.0,,new,2.2373923,Q4 2021,HEALTH CARE,13F,12/31/2021,87.12,76.9
Te connectivity ltd,TEL,"",6026717.0,972351000.0,0.199835,,98,6026717.0,,new,1.8469109,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,161.34,120.88
Deere & co.,DE,"",2798997.0,959748000.0,0.197245,,99,2798997.0,,new,0.9123664,Q4 2021,INDUSTRIALS,13F,12/31/2021,342.89,436.75
Gilead sciences inc.,GILD,"",13096141.0,950911000.0,0.195429,,100,13096141.0,,new,1.0444437,Q4 2021,HEALTH CARE,13F,12/31/2021,72.61,61.82
Oracle corp,ORCL,"",10861986.0,947274000.0,0.194682,,101,10861986.0,,new,0.4070970,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,87.21,79.45
Schlumberger ltd.,SLB,"",31347435.0,938856000.0,0.192952,,102,31347435.0,,new,2.2184718,Q4 2021,ENERGY,13F,12/31/2021,29.95,43.25
Citigroup  inc.,C,"",14728977.0,889483000.0,0.182805,,103,14728977.0,,new,0.7435518,Q4 2021,FINANCE,13F,12/31/2021,60.39,50.93
Mondelez international inc. (kraft foods),MDLZ,"",13250704.0,878654000.0,0.180579,,104,13250704.0,,new,0.9498902,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,66.31,63.72
Estee lauder companies inc.,EL,"",2319649.0,858734000.0,0.176485,,105,2319649.0,,new,0.9980226,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,370.2,263.87
Edwards lifesciences corp.,EW,"",6481823.0,839720000.0,0.172577,,106,6481823.0,,new,1.0432399,Q4 2021,HEALTH CARE,13F,12/31/2021,129.55,120.02
Blackstone group inc,BX,"",6428927.0,831839000.0,0.170958,,107,6428927.0,,new,0.9359719,Q4 2021,FINANCE,13F,12/31/2021,129.39,112.98
Tjx companies inc.,TJX,"",10894129.0,827082000.0,0.16998,,108,10894129.0,,new,0.9132640,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,75.92,62.71
S&p global inc. (mcgraw-hill inc.),SPGI,"",1742273.0,822231000.0,0.168983,,109,1742273.0,,new,0.5020571,Q4 2021,COMMUNICATIONS,13F,12/31/2021,471.93,387.59
Stryker corp.,SYK,"",3053321.0,816519000.0,0.167809,,110,3053321.0,,new,0.8083983,Q4 2021,HEALTH CARE,13F,12/31/2021,267.42,261.7
Crown castle international corp,CCI,"",3907002.0,815548000.0,0.16761,,111,3907002.0,,new,0.9039496,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,208.74,192.68
Brookfield asset management inc,BAM,"",13421506.0,810807000.0,0.166635,,112,13421506.0,,new,0.8177853,Q4 2021,REAL ESTATE,13F,12/31/2021,60.38,54.63
Pnc financial services group  inc. (the) (provident national trust co.),PNC,"",4035475.0,809193000.0,0.166304,,113,4035475.0,,new,0.9643754,Q4 2021,FINANCE,13F,12/31/2021,200.52,175.0
Goldman sachs group inc,GS,"",2112674.0,808203000.0,0.1661,,114,2112674.0,,new,0.6251902,Q4 2021,FINANCE,13F,12/31/2021,382.55,321.64
Sempra energy  inc.,SRE,"",5957775.0,788094000.0,0.161967,,115,5957775.0,,new,1.8657208,Q4 2021,UTILITIES AND TELECOMMUNICATIONS,13F,12/31/2021,132.28,171.25
Ford motor co.,F,"",37560363.0,780129000.0,0.16033,,116,37560363.0,,new,0.9549094,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,20.77,15.48
Axa equitable holdings inc,EQH,"",23585331.0,773363000.0,0.15894,,117,23585331.0,,new,6.0543846,Q4 2021,FINANCE,13F,12/31/2021,32.79,30.68
Moderna inc,MRNA,"",3044449.0,773229000.0,0.158912,,118,3044449.0,,new,0.7554085,Q4 2021,HEALTH CARE,13F,12/31/2021,253.98,165.49
U.s. bancorp (first national bank of cincinnati),USB,"",13684357.0,768650000.0,0.157971,,119,13684357.0,,new,0.9214816,Q4 2021,FINANCE,13F,12/31/2021,56.17,52.71
Bank of nova scotia (nyse) adr,BNS,"",10736220.0,760634000.0,0.156324,,120,10736220.0,,new,0.8921728,Q4 2021,FINANCE,13F,12/31/2021,71.69,67.51
Vornado realty trust,VNO,"",18082373.0,756928000.0,0.155562,,121,18082373.0,,new,9.4394976,Q4 2021,REAL ESTATE,13F,12/31/2021,41.86,41.42
Cme group inc,CME,"",3283738.0,750203000.0,0.15418,,122,3283738.0,,new,0.9136228,Q4 2021,FINANCE,13F,12/31/2021,228.46,237.66
Cigna holding co,CI,"",3257197.0,747950000.0,0.153717,,123,3257197.0,,new,1.0230637,Q4 2021,FINANCE,13F,12/31/2021,229.63,259.21
Illinois tool works inc,ITW,"",3017989.0,744840000.0,0.153078,,124,3017989.0,,new,0.9644389,Q4 2021,INDUSTRIALS,13F,12/31/2021,246.8,196.27
Public storage  inc.,PSA,"",1963926.0,735608000.0,0.151181,,125,1963926.0,,new,1.1199605,Q4 2021,REAL ESTATE,13F,12/31/2021,374.56,408.5
Csx corp,CSX,"",19488558.0,732770000.0,0.150597,,126,19488558.0,,new,0.8945531,Q4 2021,TRANSPORTS,13F,12/31/2021,37.6,35.06
Ferguson plc,FERG,"",4077110.0,722808000.0,0.14855,,127,4077110.0,,new,1.8719437,Q4 2021,INDUSTRIALS,13F,12/31/2021,179.39,132.0
Essex property trust  inc.,ESS,"",2046993.0,721012000.0,0.148181,,128,2046993.0,,new,3.1449704,Q4 2021,REAL ESTATE,13F,12/31/2021,352.23,345.51
Parker-hannifin corp.,PH,"",2263517.0,720070000.0,0.147987,,129,2263517.0,,new,1.7617985,Q4 2021,INDUSTRIALS,13F,12/31/2021,318.12,273.87
General motors co,GM,"",12134322.0,711435000.0,0.146213,,130,12134322.0,,new,0.8351097,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,58.63,40.13
Truist financial corp,TFC,"",12136555.0,710595000.0,0.14604,,131,12136555.0,,new,0.9132142,Q4 2021,FINANCE,13F,12/31/2021,58.55,52.14
American homes 4 rent,AMH,"",16079001.0,701205000.0,0.14411,,132,16079001.0,,new,4.6253976,Q4 2021,REAL ESTATE,13F,12/31/2021,43.61,41.55
General electric co,GE,"",7397335.0,698826000.0,0.143621,,133,7397335.0,,new,0.6728998,Q4 2021,INDUSTRIALS,13F,12/31/2021,94.47,90.83
Intercontinental exchange inc,ICE,"",5046600.0,690223000.0,0.141853,,134,5046600.0,,new,0.8982076,Q4 2021,FINANCE,13F,12/31/2021,136.77,124.53
Workday inc,WDAY,"",2518828.0,688093000.0,0.141415,,135,2518828.0,,new,1.2851163,Q4 2021,COMMUNICATIONS,13F,12/31/2021,273.18,224.67
Waste management  inc.,WM,"",4119540.0,687551000.0,0.141304,,136,4119540.0,,new,0.9936498,Q4 2021,INDUSTRIALS,13F,12/31/2021,166.9,159.16
Nucor corp. (nuclear corp. of america),NUE,"",5990397.0,683804000.0,0.140534,,137,5990397.0,,new,2.2258802,Q4 2021,MATERIALS,13F,12/31/2021,114.15,165.32
Snowflake  inc.,SNOW,"",2007866.0,680165000.0,0.139786,,138,2007866.0,,new,0.6555227,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,338.75,198.63
Enbridge  inc. (interprovincial pipe line system - ipl energy),ENB,"",17296895.0,676148000.0,0.13896,,139,17296895.0,,new,0.8536724,Q4 2021,ENERGY,13F,12/31/2021,39.08,46.22
Canadian pacific railway ltd. (2001),CP,"",9339320.0,672023000.0,0.138113,,140,9339320.0,,new,1.0045274,Q4 2021,TRANSPORTS,13F,12/31/2021,71.94,76.38
Sherwin-williams co.,SHW,"",1897956.0,668384000.0,0.137365,,141,1897956.0,,new,0.7284487,Q4 2021,MATERIALS,13F,12/31/2021,352.16,252.9
Bank of montreal (nyse),BMO,"",6189262.0,666860000.0,0.137052,,142,6189262.0,,new,0.9544627,Q4 2021,FINANCE,13F,12/31/2021,107.72,113.53
Becton  dickinson and co.,BDX,"",2702525.25,663055000.0,0.13627,,143,2702525.25,,new,0.9258700,Q4 2021,HEALTH CARE,13F,12/31/2021,251.48,271.68
Mid-america apartment communities  inc.,MAA,"",2860892.0,656403000.0,0.134903,,144,2860892.0,,new,2.4803767,Q4 2021,REAL ESTATE,13F,12/31/2021,229.44,205.39
Canadian national railway co.,CNI,"",5323076.0,654343000.0,0.134479,,145,5323076.0,,new,0.7633177,Q4 2021,TRANSPORTS,13F,12/31/2021,122.86,127.19
Marvell technology group ltd,MRVL,"",7444891.0,651354000.0,0.133865,,146,7444891.0,,new,0.8781424,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,87.49,60.97
Colgate-palmolive co.,CL,"",7606760.0,649161000.0,0.133414,,147,7606760.0,,new,0.9049273,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,85.34,80.94
Equinix inc,EQIX,"",739549.0,625540000.0,0.12856,,148,739549.0,,new,0.8151902,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,845.84,735.24
Norfolk southern corp.,NSC,"",2099525.0,625050000.0,0.128459,,149,2099525.0,,new,0.8756141,Q4 2021,TRANSPORTS,13F,12/31/2021,297.71,263.06
Deutsche bank ag (nyse) adr,DB,"",48847906.0,612015000.0,0.12578,,150,48847906.0,,new,2.3634866,Q4 2021,FINANCE,13F,12/31/2021,12.5,11.75
Regeneron pharmaceuticals inc.,REGN,"",964691.0,609222000.0,0.125206,,151,964691.0,,new,0.9124985,Q4 2021,HEALTH CARE,13F,12/31/2021,631.52,733.02
Stellantis nv,STLA,"",32017909.0,607517000.0,0.124856,,152,32017909.0,,new,2.0648489,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,18.76,15.0
Kilroy realty corp.,KRC,"",9057009.0,601929000.0,0.123707,,153,9057009.0,,new,7.7598639,Q4 2021,REAL ESTATE,13F,12/31/2021,66.46,74.4
Kla corp,KLAC,"",1391860.0,598653000.0,0.123034,,154,1391860.0,,new,0.9235025,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,430.11,321.48
Hca healthcare inc,HCA,"",2321329.0,596396000.0,0.12257,,155,2321329.0,,new,0.7686052,Q4 2021,HEALTH CARE,13F,12/31/2021,256.92,260.94
3m co. (minnesota mining & manufacturing),MMM,"",3357121.0,596325000.0,0.122555,,156,3357121.0,,new,0.5898255,Q4 2021,INDUSTRIALS,13F,12/31/2021,177.63,147.38
Uber technologies inc,UBER,"",14178129.0,594489000.0,0.122178,,157,14178129.0,,new,0.7618939,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,41.93,32.68
Fedex corporation,FDX,"",2292873.0,593029000.0,0.121878,,158,2292873.0,,new,0.8846704,Q4 2021,TRANSPORTS,13F,12/31/2021,258.64,205.74
Vertex pharmaceuticals  inc.,VRTX,"",2679899.0,588506000.0,0.120948,,159,2679899.0,,new,1.0526883,Q4 2021,HEALTH CARE,13F,12/31/2021,219.6,287.97
Chubb limited,CB,"",3006671.0,581220000.0,0.119451,,160,3006671.0,,new,0.7054117,Q4 2021,FINANCE,13F,12/31/2021,193.31,210.52
Weyerhaeuser corp.,WY,"",14085485.0,580040000.0,0.119209,,161,14085485.0,,new,1.8872973,Q4 2021,MATERIALS,13F,12/31/2021,41.18,39.9
Ihs markit ltd,INFO,"",4357372.0,579182000.0,0.119032,,162,4357372.0,,new,N/A,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,132.92,
Trane technologies plc,TT,"",2861996.0,578209000.0,0.118832,,163,2861996.0,,new,1.2254943,Q4 2021,INDUSTRIALS,13F,12/31/2021,202.03,148.05
Waste connections inc,WCN,"",4225217.0,575800000.0,0.118337,,164,4225217.0,,new,1.6384245,Q4 2021,INDUSTRIALS,13F,12/31/2021,136.27,139.08
Automatic data processing inc,ADP,"",2297177.0,566438000.0,0.116413,,165,2297177.0,,new,0.5468880,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,246.58,229.2
Humana  inc.,HUM,"",1214923.0,563554000.0,0.11582,,166,1214923.0,,new,0.9585699,Q4 2021,HEALTH CARE,13F,12/31/2021,463.86,460.56
Moodys corp,MCO,"",1442776.0,563519000.0,0.115813,,167,1442776.0,,new,0.7782920,Q4 2021,FINANCE,13F,12/31/2021,390.58,328.4
Boston scientific inc.,BSX,"",13255827.0,563108000.0,0.115729,,168,13255827.0,,new,0.9291090,Q4 2021,HEALTH CARE,13F,12/31/2021,42.48,44.25
Fidelity national information services inc,FIS,"",5153287.0,562481000.0,0.1156,,169,5153287.0,,new,0.8453684,Q4 2021,FINANCE,13F,12/31/2021,109.15,102.45
Progressive corp.,PGR,"",5464322.0,560913000.0,0.115278,,170,5464322.0,,new,0.9343140,Q4 2021,FINANCE,13F,12/31/2021,102.65,112.11
Emerson electric co.,EMR,"",6003830.0,558176000.0,0.114715,,171,6003830.0,,new,1.0092167,Q4 2021,INDUSTRIALS,13F,12/31/2021,92.97,92.86
Bank of new york mellon corp,BK,"",9557213.0,555083000.0,0.114079,,172,9557213.0,,new,1.1841332,Q4 2021,FINANCE,13F,12/31/2021,58.08,47.29
Johnson controls international plc (tyco laboratories),JCI,"",6793366.0,552369000.0,0.113522,,173,6793366.0,,new,0.9666147,Q4 2021,INDUSTRIALS,13F,12/31/2021,81.31,61.53
Dollar general corp.,DG,"",2323115.0,547860000.0,0.112595,,174,2323115.0,,new,1.0150442,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,235.83,248.77
Aptiv plc,APTV,"",3304165.0,545022000.0,0.112012,,175,3304165.0,,new,1.2196300,Q4 2021,INDUSTRIALS,13F,12/31/2021,164.95,107.51
Astrazeneca plc,AZN,"",9308677.0,542230000.0,0.111438,,176,9308677.0,,new,0.3003923,Q4 2021,HEALTH CARE,13F,12/31/2021,58.25,69.05
Illumina inc,ILMN,"",1400076.0,532645000.0,0.109468,,177,1400076.0,,new,0.8917682,Q4 2021,HEALTH CARE,13F,12/31/2021,380.44,336.49
Capital one financial corp,COF,"",3643378.0,528618000.0,0.10864,,178,3643378.0,,new,0.8851086,Q4 2021,FINANCE,13F,12/31/2021,145.09,132.59
Fiserv inc.,FISV,"",5036098.0,522697000.0,0.107424,,179,5036098.0,,new,0.7627771,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,103.79,99.67
Palo alto networks inc,PANW,"",938199.0,522352000.0,0.107353,,180,938199.0,,new,0.9526372,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,556.76,626.78
Simon property group  inc.,SPG,"",3247736.0,518891000.0,0.106641,,181,3247736.0,,new,0.9883912,Q4 2021,REAL ESTATE,13F,12/31/2021,159.77,127.88
Synopsys inc.,SNPS,"",1398284.0,515268000.0,0.105897,,182,1398284.0,,new,0.9133218,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,368.5,294.77
Iqvia holdings inc,IQV,"",1805569.0,509423000.0,0.104696,,183,1805569.0,,new,0.9457446,Q4 2021,HEALTH CARE,13F,12/31/2021,282.14,238.48
Activision blizzard inc,ATVI,"",7622355.0,507115000.0,0.104221,,184,7622355.0,,new,0.9760701,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,66.53,78.93
American international group  inc.,AIG,"",8911229.0,506692000.0,0.104134,,185,8911229.0,,new,1.0732572,Q4 2021,FINANCE,13F,12/31/2021,56.86,63.03
Baker hughes company,BKR,"",20832453.0,501229000.0,0.103012,,186,20832453.0,,new,2.1852048,Q4 2021,ENERGY,13F,12/31/2021,24.06,37.29
Idexx laboratories inc.,IDXX,"",751576.0,494883000.0,0.101707,,187,751576.0,,new,0.8920880,Q4 2021,HEALTH CARE,13F,12/31/2021,658.46,496.78
Nxp semiconductors n.v.,NXPI,"",2162245.0,492516000.0,0.101221,,188,2162245.0,,new,0.8235927,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,227.78,170.0
Newmont mining corp. (holding co.),NEM,"",7893565.0,489639000.0,0.10063,,189,7893565.0,,new,0.9959713,Q4 2021,MATERIALS,13F,12/31/2021,62.02,84.77
Halliburton co.,HAL,"",21333498.0,487897000.0,0.100272,,190,21333498.0,,new,2.3741569,Q4 2021,ENERGY,13F,12/31/2021,22.87,40.76
Xilinx  inc,XLNX,"",2298658.0,487384000.0,0.100166,,191,2298658.0,,new,N/A,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,212.03,
Align technology inc,ALGN,"",739894.0,486244000.0,0.0999318,,192,739894.0,,new,0.9390055,Q4 2021,HEALTH CARE,13F,12/31/2021,657.18,409.82
General dynamics corp. (electric boat),GD,"",2325891.0,484878000.0,0.0996511,,193,2325891.0,,new,0.8362410,Q4 2021,INDUSTRIALS,13F,12/31/2021,208.47,243.74
Sea ltd adr,SE,"",2159808.0,483171000.0,0.0993003,,194,2159808.0,,new,0.5399803,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,223.71,108.58
Canadian imperial bank of commerce (nyse),CM,"",4105304.0,478882000.0,0.0984188,,195,4105304.0,,new,0.9103365,Q4 2021,FINANCE,13F,12/31/2021,116.56,114.64
Mercadolibre inc,MELI,"",353439.0,476577000.0,0.0979451,,196,353439.0,,new,0.7010039,Q4 2021,COMMUNICATIONS,13F,12/31/2021,1348.4,1060.34
Baxter international inc.,BAX,"",5550220.0,476431000.0,0.0979151,,197,5550220.0,,new,1.1029915,Q4 2021,HEALTH CARE,13F,12/31/2021,85.84,76.44
Kimberly-clark corp.,KMB,"",3313403.0,473552000.0,0.0973234,,198,3313403.0,,new,0.9834146,Q4 2021,CONSUMER STAPLES,13F,12/31/2021,142.92,126.42
Centene corp,CNC,"",5709421.0,470456000.0,0.0966871,,199,5709421.0,,new,0.9795275,Q4 2021,HEALTH CARE,13F,12/31/2021,82.4,86.54
Amphenol corp. (1987),APH,"",5335659.0,466657000.0,0.0959063,,200,5335659.0,,new,0.8908507,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,87.46,70.38
Corteva inc,CTVA,"",9855152.0,465952000.0,0.0957615,,201,9855152.0,,new,1.3560140,Q4 2021,MATERIALS,13F,12/31/2021,47.28,61.01
Cognizant technology solutions corp,CTSH,"",5247290.0,465540000.0,0.0956768,,202,5247290.0,,new,1.0003702,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,88.72,84.74
Healthpeak properties inc,PEAK,"",12883777.0,464976000.0,0.0955609,,203,12883777.0,,new,2.3889632,Q4 2021,REAL ESTATE,13F,12/31/2021,36.09,35.03
Microchip technology inc,MCHP,"",5312618.0,462517000.0,0.0950555,,204,5312618.0,,new,0.9555228,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,87.06,65.22
Agilent technologies inc,A,"",2854695.0,455752000.0,0.0936652,,205,2854695.0,,new,0.9504052,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,159.65,126.44
Hp inc,HPQ,"",12064009.0,454451000.0,0.0933978,,206,12064009.0,,new,1.1452820,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,37.67,37.47
Chipotle mexican grill  inc.,CMG,"",257363.0,449935000.0,0.0924697,,207,257363.0,,new,0.9181060,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,1748.25,1603.17
Oreilly automotive inc.,ORLY,"",636872.0,449778000.0,0.0924374,,208,636872.0,,new,0.9562511,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,706.23,713.88
Cadence design systems  inc.,CDNS,"",2406345.0,448422000.0,0.0921587,,209,2406345.0,,new,0.8685556,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,186.35,149.8
Duke realty corp.,DRE,"",6803345.0,446572000.0,0.0917785,,210,6803345.0,,new,1.7774083,Q4 2021,REAL ESTATE,13F,12/31/2021,65.64,58.25
Royal dutch shell plc class b adr,RDS.B,"",10258364.0,444700000.0,0.0913938,,211,10258364.0,,new,N/A,Q4 2021,ENERGY,13F,12/31/2021,43.35,
Extra space storage  inc.,EXR,"",1939122.0,439657000.0,0.0903574,,212,1939122.0,,new,1.4454605,Q4 2021,REAL ESTATE,13F,12/31/2021,226.73,212.55
Roper technologies inc,ROP,"",891055.0,438274000.0,0.0900731,,213,891055.0,,new,0.8437794,Q4 2021,INDUSTRIALS,13F,12/31/2021,491.86,461.16
Motorola solutions inc,MSI,"",1610140.0,437475000.0,0.0899089,,214,1610140.0,,new,0.9572253,Q4 2021,INFORMATION TECHNOLOGY,13F,12/31/2021,271.7,233.19
Msci inc,MSCI,"",713937.0,437422000.0,0.089898,,215,713937.0,,new,0.8784981,Q4 2021,FINANCE,13F,12/31/2021,612.69,482.7
Nio inc,NIO,"",13749756.0,435592000.0,0.0895219,,216,13749756.0,,new,0.9042881,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,31.68,19.65
Metlife inc.,MET,"",6886988.0,430368000.0,0.0884483,,217,6886988.0,,new,0.8347073,Q4 2021,FINANCE,13F,12/31/2021,62.49,70.64
Charter communications inc,CHTR,"",659228.0,429797000.0,0.088331,,218,659228.0,,new,0.3442575,Q4 2021,COMMUNICATIONS,13F,12/31/2021,651.97,555.32
Dow inc,DOW,"",7570475.0,429397000.0,0.0882488,,219,7570475.0,,new,1.0298763,Q4 2021,MATERIALS,13F,12/31/2021,56.72,65.49
Loews corp,L,"",7348069.0,424424000.0,0.0872267,,220,7348069.0,,new,2.9605144,Q4 2021,FINANCE,13F,12/31/2021,57.76,65.15
Host hotels& resorts inc,HST,"",24280749.0,422242000.0,0.0867783,,221,24280749.0,,new,3.3999504,Q4 2021,REAL ESTATE,13F,12/31/2021,17.39,19.58
Cnh industrial n.v.,CNHI,"",21732429.0,421847000.0,0.0866971,,222,21732429.0,,new,1.6025955,Q4 2021,INDUSTRIALS,13F,12/31/2021,19.43,15.77
Autozone inc.,AZO,"",200392.0,420100000.0,0.0863381,,223,200392.0,,new,1.0095891,Q4 2021,CONSUMER DISCRETIONARY,13F,12/31/2021,2096.39,2164.6
Air products & chemicals inc,APD,"",1368126.0,416266000.0,0.0855501,,224,1368126.0,,new,0.6170585,Q4 2021,MATERIALS,13F,12/31/2021,304.26,246.84
Sun communities  inc.,SUI,"",1981844.0,416128000.0,0.0855217,,225,1981844.0,,new,1.7090467,Q4 2021,REAL ESTATE,13F,12/31/2021,209.97,185.58
Marathon petroleum corp,MPC,"",6436206.0,411853000.0,0.0846431,,226,6436206.0,,new,1.1522557,Q4 2021,ENERGY,13F,12/31/2021,63.99,87.2
Carrier global corp.,CARR,"",7587387.0,411540000.0,0.0845788,,227,7587387.0,,new,0.8894875,Q4 2021,INDUSTRIALS,13F,12/31/2021,54.24,41.28
Dexcom inc,DXCM,"",764820.0,410670000.0,0.0844,,228,764820.0,,new,0.7879411,Q4 2021,HEALTH CARE,13F,12/31/2021,536.95,492.11
Tc energy corp,TRP,"",8817774.0,410409000.0,0.0843464,,229,8817774.0,,new,0.8990133,Q4 2021,ENERGY,13F,12/31/2021,46.54,57.46
Camden property trust,CPT,"",2290112.0,409197000.0,0.0840973,,230,2290112.0,,new,2.1696021,Q4 2021,REAL ESTATE,13F,12/31/2021,178.68,164.62
